Title,Studio,Release Date,Reference,Standout,Native 4k,Dolby Vision,HDR10+,Imax Enhanced,60 FPS,Dolby Atmos,DTS:X
Rear Window,Universal Studios Home Entertainment,TBA,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Red,Lionsgate,9/5/17,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
Red 2,Lionsgate,9/5/17,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
Red Heat,Lionsgate,10/29/19,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
Red Heat,Studio Canal (UK/Germany?France),10/21/19,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Red Sparrow,20th Century Fox Home Entertainment (Walt Disney previously MGM),5/22/18,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
Reign of the Superman,Warner Bros. Home Entertainment,1/29/19,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Requiem for a Dream,Lionsgate,10/13/20,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
Resident Evil: Afterlife,Sony Pictures Home Entertainment,1/17/17,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
Resident Evil: The Final Chapter,Sony Pictures Home Entertainment,10/4/16,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
Resident Evil: Vendetta,Sony Pictures Home Entertainment,7/18/17,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
Rise of the Planet of the Apes,20th Century Fox Home Entertainment (Walt Disney previously MGM),6/13/17,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Risen,Sony Pictures Home Entertainment,5/24/16,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
Robin Hood (2018),Lionsgate,2/19/19,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE
Robin Hood: Director’s Cut,Universal Studios Home Entertainment,9/11/18,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
Rocketman,Paramount Pictures Home Entertainment,8/27/19,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
Rocky Mountain Express,Shout! Factory,7/12/16,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
Rogue One: A Star Wars Story,Walt Disney Studios Home Entertainment (also Fox see above),3/31/2020,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
Rollerball (1975),Capelight Pictures (Germany),3/27/20,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Rollerball (1975): Ultimate Edition,Capelight Pictures (Germany),3/27/20,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Rough Night,Sony Pictures Home Entertainment,9/5/17,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
Salt,Sony Pictures Home Entertainment,2/23/16,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
San Andreas,Warner Bros. Home Entertainment,3/1/16,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
Sausage Party,Sony Pictures Home Entertainment,11/8/16,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
Saving Private Ryan,Paramount Pictures Home Entertainment,5/8/18,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
Scarface: Gold Edition,Universal Studios Home Entertainment,10/15/19,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
Scary Stories to Tell in the Dark,Lionsgate,11/5/19,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
Schindler’s List,Universal Studios Home Entertainment,12/18/18,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
Scoob!,Warner Bros. Home Entertainment,7/21/2020,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Scott Pilgrim vs. the World: 10th Anniversary Edition,Universal Studios Home Entertainment,TBA 2020,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Serenity,Universal Studios Home Entertainment,10/17/17,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
Serpico,Studio Canal (UK/Germany?France),TBA,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
"Seven Worlds, One Planet",BBC Home Entertainment,3/3/2020,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Shaft (2019),Warner Bros. Home Entertainment,9/24/19,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Shaun of the Dead,Universal Studios Home Entertainment,11/5/19,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
Shazam!,Warner Bros. Home Entertainment,7/16/19,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
Sherlock Holmes (2009),Warner Bros. Home Entertainment,9/1/20,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Sherlock Holmes: A Game of Shadows,Warner Bros. Home Entertainment,9/1/20,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Sherlock: Season One,BBC Home Entertainment,11/6/18,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Showgirls/You Don't Nomi: 3-Disc Limited Collector's Edition,Capelight Pictures (Germany),10/30/20,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Shutter Island (non-Steelbook),Paramount Pictures Home Entertainment,10/6/20,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
Shutter Island (Steelbook),Paramount Pictures Home Entertainment,2/11/20,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
Sicario,Lionsgate,3/1/16,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
Sicario: Day of the Soldado,Sony Pictures Home Entertainment,10/2/18,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
Sing,Universal Studios Home Entertainment,3/21/17,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
Skyfall,20th Century Fox Home Entertainment (Walt Disney previously MGM),2/25/20,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
Skyscraper,Universal Studios Home Entertainment,10/9/18,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
Smallfoot,Warner Bros. Home Entertainment,12/11/18,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Smurfs: The Lost Village,Sony Pictures Home Entertainment,7/11/17,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
Snatched,20th Century Fox Home Entertainment (Walt Disney previously MGM),8/8/17,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Snitch,Lionsgate,6/6/17,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
Snow White & the Huntsman,Universal Studios Home Entertainment,8/23/16,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
Solo: A Star Wars Story,Walt Disney Studios Home Entertainment (also Fox see above),9/25/18,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
Solo: A Star Wars Story (re-issue in new packaging),Walt Disney Studios Home Entertainment (also Fox see above),3/31/2020,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Song to Song,Broad Green Pictures,7/4/17,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Sonic the Hedgehog,Paramount Pictures Home Entertainment,5/19/20,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
Sonic the Hedgehog (Steelbook),Paramount Pictures Home Entertainment,5/19/20,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
Soul,Walt Disney Studios Home Entertainment (also Fox see above),TBA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Source Code,Lionsgate,5/8/18,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
Space Adventure Cobra: The Movie,Discotek Media,11/26/19,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Space Station: IMAX,Mill Creek Entertainment,7/9/19,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
Spartacus,Universal Studios Home Entertainment,7/21/2020,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
SPECTRE,20th Century Fox Home Entertainment (Walt Disney previously MGM),2/25/20,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
Spider-Man (1-3): Limited Edition Collection,Sony Pictures Home Entertainment,10/17/17,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Spider-Man Legacy Collection (5-Film Set),Sony Pictures Home Entertainment,11/6/17,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Spider-Man: Far From Home,Sony Pictures Home Entertainment,10/1/19,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
Spider-Man: Homecoming,Sony Pictures Home Entertainment,10/17/17,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
Spider-Man: Into the Spider-Verse,Sony Pictures Home Entertainment,3/19/19,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
Spies in Disguise,20th Century Fox Home Entertainment (Walt Disney previously MGM),3/10/20,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Split,Universal Studios Home Entertainment,9/12/17,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Stagecoach: The Texas Jack Story,Cinedigm,8/7/18,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Stand by Me,Sony Pictures Home Entertainment,8/27/19,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
Stanley Kubrick 3 Film Collection,Warner Bros. Home Entertainment,9/22/20,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
Star Trek (2009),Paramount Pictures Home Entertainment,6/14/16,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
Star Trek Beyond,Paramount Pictures Home Entertainment,11/1/16,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
Star Trek II: The Wrath of Khan – Director’s Cut,Paramount Pictures Home Entertainment,TBA,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
Star Trek into Darkness,Paramount Pictures Home Entertainment,6/14/16,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
Star Trek Trilogy (re-issue),Paramount Pictures Home Entertainment,5/5/20,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Star Trek Trilogy: The Kelvin Timeline,Paramount Pictures Home Entertainment,7/15/19,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
Star Trek: The Motion Picture – The Director’s Edition,Paramount Pictures Home Entertainment,TBA,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
Star Wars: A New Hope,Walt Disney Studios Home Entertainment (also Fox see above),3/31/2020,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
Star Wars: Attack of the Clones,Walt Disney Studios Home Entertainment (also Fox see above),3/31/2020,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
Star Wars: Return of the Jedi,Walt Disney Studios Home Entertainment (also Fox see above),3/31/2020,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
Star Wars: Revenge of the Sith,Walt Disney Studios Home Entertainment (also Fox see above),3/31/2020,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
Star Wars: The Empire Strikes Back,Walt Disney Studios Home Entertainment (also Fox see above),3/31/2020,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
Star Wars: The Force Awakens,Walt Disney Studios Home Entertainment (also Fox see above),3/31/2020,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
Star Wars: The Last Jedi,Walt Disney Studios Home Entertainment (also Fox see above),3/27/18,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
Star Wars: The Last Jedi (re-issue in new packaging),Walt Disney Studios Home Entertainment (also Fox see above),3/31/2020,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
Star Wars: The Phantom Menace,Walt Disney Studios Home Entertainment (also Fox see above),3/31/2020,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
Star Wars: The Rise of Skywalker,Walt Disney Studios Home Entertainment (also Fox see above),3/31/2020,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
Star Wars: The Skywalker Saga 4K Collection,Walt Disney Studios Home Entertainment (also Fox see above),3/31/2020,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
Starship Troopers: 20th Anniversary Edition,Sony Pictures Home Entertainment,9/19/17,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
Starship Troopers: Traitor of Mars,Sony Pictures Home Entertainment,9/19/17,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
Step Brothers,Sony Pictures Home Entertainment,10/2/18,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
Storks,Warner Bros. Home Entertainment,12/20/16,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Straight Outta Compton,Universal Studios Home Entertainment,2/6/18,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
Stranger Things: Season 1,Netflix,11/7/17,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Stranger Things: Season 2,Netflix,11/6/18,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Stuber,20th Century Fox Home Entertainment (Walt Disney previously MGM),10/15/19,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
Suicide Squad,Warner Bros. Home Entertainment,12/13/16,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
Suicide Squad: Hell to Pay,Warner Bros. Home Entertainment,4/10/18,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Sully,Warner Bros. Home Entertainment,12/20/16,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
Superman: The Movie (Theatrical Cut),Warner Bros. Home Entertainment,11/6/18,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
Suspiria (1977),Synapse Films,11/19/19,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
Suspiria (1977),Koch Media (Germany),4/18/19,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Suspiria (2018),Lionsgate,4/4/19,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
T2 Trainspotting,Sony Pictures Home Entertainment,6/27/17,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
Tammy and the T-Rex,Vinegar Syndrome,1/28/20,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
Tangled,Walt Disney Studios Home Entertainment (also Fox see above),11/5/19,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
Teenage Mutant Ninja Turtles,Paramount Pictures Home Entertainment,7/17/18,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Teenage Mutant Ninja Turtles: Out of the Shadows,Paramount Pictures Home Entertainment,9/20/16,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
Terminator 2: Judgement Day,Lionsgate,12/26/17,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
Terminator 2: Judgement Day,Lionsgate,7/17/18,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
Terminator 2: Judgement Day,Lionsgate,7/17/18,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
Terminator: Dark Fate,Paramount Pictures Home Entertainment,1/28/2020,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
Terminator: Genisys,Paramount Pictures Home Entertainment,6/12/18,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
Terminator: Salvation,Warner Bros. Home Entertainment,TBA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
The 5th Wave,Sony Pictures Home Entertainment,5/3/16,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
The Abyss: 30th Anniversary Edition,20th Century Fox Home Entertainment (Walt Disney previously MGM),TBA 2020,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
The Accountant,Warner Bros. Home Entertainment,1/10/17,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
The Amazing Spider-Man (1-2): Limited Edition Collection,Sony Pictures Home Entertainment,10/17/17,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
The Amazing Spider-Man 2,Sony Pictures Home Entertainment,2/23/16,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
The Angry Birds Movie,Sony Pictures Home Entertainment,8/16/16,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
The Angry Birds Movie 2,Sony Pictures Home Entertainment,11/12/16,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE
The Arrival,Paramount Pictures Home Entertainment,2/14/17,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
The Art of Racing in the Rain,20th Century Fox Home Entertainment (Walt Disney previously MGM),,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
The Avengers,Walt Disney Studios Home Entertainment (also Fox see above),8/14/18,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
The Back to the Future Trilogy: 35th Anniversary Edition,Universal Studios Home Entertainment,10/20/20,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE
The Back to the Future Trilogy: 35th Anniversary Edition (Amazon exclusive with Hoverboard),Universal Studios Home Entertainment,10/20/20,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE
The Batman 4K Film Collection (all four films),Warner Bros. Home Entertainment,9/17/19,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
The Big Lebowski,Universal Studios Home Entertainment,10/16/18,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
The Big Lebowski: 20th Anniversary Limited Edition (with swag),Universal Studios Home Entertainment,10/16/18,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
The Birds,Universal Studios Home Entertainment,TBA,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
The Birth of a Nation,20th Century Fox Home Entertainment (Walt Disney previously MGM),1/10/17,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
The Blues Brothers,Universal Studios Home Entertainment,5/19/20,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
The Blues Brothers (Steelbook),Universal Studios Home Entertainment,5/19/20,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
The Bourne Identity,Universal Studios Home Entertainment,12/6/16,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
The Bourne Legacy,Universal Studios Home Entertainment,12/6/16,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
The Bourne Supremacy,Universal Studios Home Entertainment,12/6/16,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
The Bourne Ultimatum,Universal Studios Home Entertainment,12/6/16,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
The Bridge on the River Kwai: 60th Anniversary Edition,Sony Pictures Home Entertainment,10/3/17,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
The Cabin in the Woods,Lionsgate,9/5/17,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
The Christopher Nolan Collection,Warner Bros. Home Entertainment,12/19/17,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
The Chronicles of Riddick,Arrow Video,TBA 2020,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
The Chronicles of Riddick,Universal Studios Home Entertainment,TBA 2020,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
The Color Purple: 35th Anniversary,Warner Bros. Home Entertainment,TBA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
The Commuter,Lionsgate,4/17/18,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
The Cotton Club Encore,Lionsgate,12/10/19,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
The Da Vinci Code,Sony Pictures Home Entertainment,10/11/16,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
The Da Vinci Code Trilogy,Sony Pictures Home Entertainment,1/24/17,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
The Dark Crystal: Anniversary Edition,Sony Pictures Home Entertainment,3/6/18,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
The Dark Knight,Warner Bros. Home Entertainment,12/19/17,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
The Dark Knight Rises,Warner Bros. Home Entertainment,12/19/17,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
The Dark Knight Trilogy,Warner Bros. Home Entertainment,12/19/17,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
The Dark Tower,Sony Pictures Home Entertainment,10/31/17,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
The Darkest Minds,20th Century Fox Home Entertainment (Walt Disney previously MGM),10/30/18,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
The Deer Hunter,Studio Canal (UK/Germany?France),8/20/18,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
The Deer Hunter: Shout Select (licensed from Studio Canal),Shout! Factory,5/26/20,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
The Divergent Series: 3-Film Collection,Lionsgate,7/12/16,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
The Divergent Series: Allegiant,Lionsgate,7/12/16,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
The Divergent Series: Insurgent,Lionsgate,7/12/16,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
The Doors: The Final Cut,Lionsgate,7/23/19,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
The Elephant Man,Studio Canal (UK/Germany?France),4/6/2020,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
The Emoji Movie,Sony Pictures Home Entertainment,10/24/17,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
The Equalizer,Sony Pictures Home Entertainment,7/10/18,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
The Equalizer 2,Sony Pictures Home Entertainment,12/11/18,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
The Evil Dead (1981),Lionsgate,10/9/18,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
The Evil Dead 1 & 2 (Steelbook),Lionsgate,9/29/20,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
The Expendables,Lionsgate,5/2/17,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
The Expendables 2,Lionsgate,5/2/17,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
The Expendables 3,Lionsgate,3/1/16,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
The Expendables: 3-Film Collection,Lionsgate,5/2/17,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
The Fast and the Furious,Universal Studios Home Entertainment,10/2/18,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
The Fast and the Furious: Tokyo Drift,Universal Studios Home Entertainment,10/2/18,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
The Fate of the Furious,Universal Studios Home Entertainment,7/11/17,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
The Fifth Element: 20th Anniversary Edition,Sony Pictures Home Entertainment,7/11/17,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
The First Purge,Universal Studios Home Entertainment,10/2/18,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
The Flying Clipper (aka Mediterranean Holiday),Flicker Alley,3/28/19,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
